feature,importance
right_pokemon_charge_move_1_111,0.0005707300265407986
left_pokemon_charge_move_2_172,0.0005700149252169673
left_pokemon_charge_move_1_49,0.0005644358225534365
left_pokemon_charge_move_1_62,0.0005643095672976573
left_pokemon_fast_move_75,0.000563247508515841
left_pokemon_charge_move_1_188,0.0005598455002103823
left_pokemon_charge_move_1_type_1,0.000559092755398598
right_pokemon_charge_move_2_295,0.0005588150123367193
right_pokemon_fast_move_40,0.0005543815143823784
left_pokemon_charge_move_2_52,0.0005450425992406525
left_pokemon_charge_move_1_52,0.0005439095442038133
right_pokemon_fast_move_130,0.0005422791627262229
left_pokemon_fast_move_type_17,0.0005418866216008277
left_pokemon_fast_move_7,0.000540354991237335
right_pokemon_fast_move_type_16,0.0005363205057621186
left_pokemon_charge_move_1_164,0.0005343238891315721
left_pokemon_charge_move_2_148,0.0005334546482890301
right_pokemon_fast_move_116,0.0005332491131718754
right_pokemon_charge_move_2_type_14,0.0005296841598767946
left_pokemon_charge_move_2_245,0.0005258759396080672
right_pokemon_charge_move_2_31,0.0005251125964095248
left_pokemon_charge_move_1_133,0.0005213660466726603
right_pokemon_fast_move_139,0.0005198755246993592
right_pokemon_charge_move_2_type_3,0.0005168729925280522
left_pokemon_fast_move_3,0.000509404403451119
left_pokemon_charge_move_2_60,0.0005083251011069324
right_pokemon_fast_move_119,0.0005075870946814478
right_pokemon_charge_move_1_224,0.0005065831226505435
right_pokemon_fast_move_29,0.0005059364383208974
right_pokemon_charge_move_1_62,0.000502117216208108
right_pokemon_charge_move_1_205,0.0005018596325349229
left_pokemon_charge_move_1_47,0.0005011572893857213
left_pokemon_charge_move_1_191,0.0005008589537523393
left_pokemon_charge_move_1_230,0.0004988213087135394
right_pokemon_charge_move_1_23,0.0004974725064891037
left_pokemon_charge_move_1_171,0.0004927437986868733
right_pokemon_charge_move_1_31,0.0004925039900297941
right_pokemon_fast_move_84,0.0004923827383643235
left_pokemon_charge_move_2_type_6,0.0004912635599966925
right_pokemon_fast_move_137,0.0004904582567948917
left_pokemon_fast_move_143,0.00048714191110810787
left_pokemon_charge_move_2_131,0.0004863840082285877
right_pokemon_charge_move_1_192,0.0004845212658954958
right_pokemon_charge_move_1_276,0.0004800612533789741
left_pokemon_charge_move_2_type_17,0.00047964118359576397
left_pokemon_charge_move_2_26,0.00047448587117717133
left_pokemon_charge_move_2_137,0.00047313991933061454
left_pokemon_charge_move_1_224,0.00047295936846515884
left_pokemon_charge_move_1_9,0.00047168439034853756
right_pokemon_charge_move_2_213,0.00047062586255820207
left_pokemon_fast_move_21,0.0004686475520723669
right_pokemon_charge_move_1_216,0.0004685382433502405
left_pokemon_charge_move_1_251,0.0004618515565134741
right_pokemon_charge_move_2_180,0.0004581944428229146
right_pokemon_charge_move_1_47,0.00045670697199446937
left_pokemon_charge_move_2_38,0.0004557927768756455
left_pokemon_charge_move_1_273,0.0004553754697738896
left_pokemon_charge_move_1_101,0.0004553454020504765
left_pokemon_charge_move_1_71,0.000454500046161127
right_pokemon_charge_move_1_133,0.0004543284587599078
left_pokemon_charge_move_1_48,0.0004539901795371983
right_pokemon_fast_move_28,0.0004535956015984251
right_pokemon_charge_move_1_296,0.0004514723822019232
right_pokemon_charge_move_1_7,0.00044831189400843847
left_pokemon_charge_move_2_82,0.00044789337072069756
right_pokemon_type_2_7,0.00044423320794440116
left_pokemon_charge_move_1_4,0.0004434121924238562
left_pokemon_fast_move_28,0.0004433285830540476
right_pokemon_fast_move_20,0.0004403800845297281
right_pokemon_fast_move_123,0.0004361447796124056
left_pokemon_charge_move_2_248,0.00043527320378289883
right_pokemon_charge_move_2_61,0.00043451055707137404
left_pokemon_fast_move_114,0.0004320118800270276
left_pokemon_charge_move_1_31,0.00043006532197701155
right_pokemon_charge_move_1_166,0.00042994701006529725
left_pokemon_type_2_18,0.00042948982170161525
right_pokemon_charge_move_2_137,0.00042124885543584606
right_pokemon_charge_move_2_81,0.0004205852523169249
right_pokemon_fast_move_75,0.00041520372893324086
right_pokemon_charge_move_1_258,0.00041500343201223235
right_pokemon_charge_move_2_131,0.000413740084462869
right_pokemon_charge_move_2_246,0.000413280520065515
left_pokemon_charge_move_1_253,0.0004069032755694211
left_pokemon_type_2_3,0.00040577501366318304
right_pokemon_charge_move_1_277,0.00040531952814117317
right_pokemon_charge_move_1_182,0.00040523304107327864
right_pokemon_charge_move_2_127,0.0004046260762556371
right_pokemon_charge_move_2_24,0.0004042149210163645
left_pokemon_charge_move_2_253,0.0004030383246744348
left_pokemon_charge_move_1_245,0.00040276353479489673
right_pokemon_charge_move_2_227,0.00040239867493559905
right_pokemon_fast_move_8,0.0004017578693950683
left_pokemon_fast_move_99,0.0003999002548321745
right_pokemon_charge_move_2_9,0.0003995455162020498
right_pokemon_charge_move_1_172,0.0003954622527359862
left_pokemon_charge_move_2_166,0.00039446124232536087
right_pokemon_charge_move_1_245,0.0003933304532608714
right_pokemon_charge_move_2_86,0.00039330548242726214
left_pokemon_charge_move_1_102,0.00039308796007303217
left_pokemon_charge_move_1_type_13,0.00039268597960199315
left_pokemon_charge_move_1_21,0.0003905927007142383
right_pokemon_charge_move_1_273,0.0003893703905858403
right_pokemon_charge_move_2_166,0.00038924893370311604
left_pokemon_charge_move_2_109,0.00038887863348534757
right_pokemon_charge_move_2_156,0.0003855304278096769
right_pokemon_charge_move_1_type_15,0.0003843107250573577
right_pokemon_type_2_3,0.0003835204894726495
left_pokemon_fast_move_137,0.00038324364973308744
right_pokemon_fast_move_143,0.0003829818488773104
right_pokemon_charge_move_2_13,0.0003827862924468177
left_pokemon_charge_move_2_205,0.00038241152638171977
left_pokemon_charge_move_2_251,0.0003821468742856139
right_pokemon_charge_move_1_52,0.0003809196188364393
left_pokemon_charge_move_2_296,0.00038073147481003725
left_pokemon_charge_move_1_86,0.0003802143785706716
left_pokemon_charge_move_2_194,0.0003800116138043036
right_pokemon_charge_move_2_84,0.0003795289800019858
left_pokemon_charge_move_1_111,0.0003761029275931463
right_pokemon_charge_move_2_258,0.00037575099062378087
left_pokemon_charge_move_2_43,0.00037083867750536845
right_pokemon_fast_move_136,0.00036976034614843734
left_pokemon_charge_move_2_228,0.00036847349917616093
right_pokemon_charge_move_1_242,0.00036633503964770745
right_pokemon_charge_move_2_82,0.0003640260249749741
left_pokemon_charge_move_2_86,0.0003636606518627399
right_pokemon_fast_move_type_13,0.0003608963865137705
left_pokemon_fast_move_74,0.0003558041665862817
right_pokemon_type_2_12,0.0003540852737400471
right_pokemon_charge_move_1_291,0.0003523241876705654
right_pokemon_charge_move_1_268,0.00035154360431905026
right_pokemon_charge_move_1_227,0.0003504570896812616
right_pokemon_charge_move_1_19,0.0003496707952986502
left_pokemon_charge_move_1_242,0.0003494000766258351
right_pokemon_charge_move_1_270,0.0003457731215668628
right_pokemon_fast_move_102,0.00034489673873704113
left_pokemon_charge_move_2_34,0.00034267176489562434
left_pokemon_charge_move_1_223,0.00034248399806412433
left_pokemon_charge_move_1_114,0.0003421629901193561
left_pokemon_charge_move_1_166,0.0003409779020091034
left_pokemon_charge_move_2_47,0.0003394258827968685
left_pokemon_charge_move_1_292,0.0003392549027384869
left_pokemon_charge_move_2_260,0.0003385934932140978
right_pokemon_charge_move_2_245,0.0003382877047031137
right_pokemon_charge_move_2_293,0.00033437583408837073
left_pokemon_charge_move_1_81,0.00033278943852807
right_pokemon_fast_move_89,0.0003322686776616952
right_pokemon_type_2_13,0.000329875009748856
right_pokemon_charge_move_1_97,0.0003287289224536666
left_pokemon_charge_move_2_213,0.00032745270706818313
left_pokemon_charge_move_1_55,0.00032614554223278007
right_pokemon_charge_move_2_253,0.0003240602760658235
left_pokemon_charge_move_2_273,0.00032399371480081344
left_pokemon_charge_move_2_238,0.0003235067605462738
right_pokemon_charge_move_1_125,0.00032238898204395403
right_pokemon_fast_move_30,0.0003210450907194968
right_pokemon_charge_move_1_176,0.00032089757630471917
left_pokemon_charge_move_1_276,0.0003207866746053975
right_pokemon_charge_move_2_26,0.0003200148274128932
right_pokemon_fast_move_23,0.00031952652668906486
left_pokemon_charge_move_2_89,0.00031725100422153816
right_pokemon_charge_move_1_105,0.0003145097227292191
right_pokemon_charge_move_1_55,0.0003141887951355655
right_pokemon_charge_move_2_285,0.0003141784218581901
right_pokemon_charge_move_1_204,0.0003140372488151369
left_pokemon_charge_move_1_92,0.00031173628104603227
left_pokemon_charge_move_2_71,0.00031047617045776456
right_pokemon_charge_move_2_218,0.0003070561281826151
left_pokemon_charge_move_2_55,0.00030550894506842674
left_pokemon_charge_move_2_293,0.00030408093026151184
right_pokemon_charge_move_2_215,0.00030375923336582175
right_pokemon_charge_move_1_262,0.00030284257719290046
right_pokemon_charge_move_2_297,0.00030168571244052004
left_pokemon_charge_move_1_95,0.0003002527838604976
right_pokemon_charge_move_2_133,0.0002982968587528057
right_pokemon_charge_move_2_191,0.0002974656441507881
right_pokemon_charge_move_1_92,0.00029693536190681074
right_pokemon_charge_move_2_89,0.0002950703710050878
left_pokemon_charge_move_2_279,0.00029445813996158707
right_pokemon_charge_move_1_109,0.00029397584295186193
left_pokemon_charge_move_1_205,0.0002912410369459415
left_pokemon_charge_move_1_34,0.00029081071308791263
right_pokemon_charge_move_1_95,0.0002900578932169654
left_pokemon_charge_move_2_5,0.0002888279016307161
left_pokemon_charge_move_1_180,0.0002882406423174226
right_pokemon_fast_move_21,0.00028773901659503315
right_pokemon_fast_move_31,0.00028766003317432973
right_pokemon_charge_move_2_205,0.0002847113204497627
right_pokemon_charge_move_2_4,0.00028348219037195295
right_pokemon_charge_move_2_262,0.00028246788334993617
left_pokemon_fast_move_124,0.0002812319441476659
left_pokemon_charge_move_2_242,0.00027958514098270777
right_pokemon_charge_move_1_223,0.00027706839366456297
left_pokemon_charge_move_2_32,0.00027381977180617633
right_pokemon_charge_move_1_162,0.00027320353508026267
left_pokemon_fast_move_86,0.0002716069137067727
right_pokemon_fast_move_3,0.0002715780352382121
left_pokemon_charge_move_2_62,0.00027128710041241145
right_pokemon_fast_move_105,0.0002708765604281518
right_pokemon_charge_move_2_220,0.000269033461276339
right_pokemon_fast_move_86,0.00026897951586588124
left_pokemon_charge_move_2_81,0.0002676879814232488
right_pokemon_charge_move_2_238,0.00026414473866079736
left_pokemon_charge_move_1_146,0.00026406674127193633
left_pokemon_charge_move_1_187,0.0002637745245819906
left_pokemon_charge_move_1_105,0.00026249378614327345
right_pokemon_charge_move_1_297,0.00026198140042186705
left_pokemon_fast_move_102,0.00026196300953714753
left_pokemon_charge_move_1_11,0.00026155193078623856
left_pokemon_charge_move_1_32,0.0002609028812065439
right_pokemon_charge_move_2_164,0.00026016796240313755
right_pokemon_type_1_8,0.000259944599374661
right_pokemon_charge_move_2_279,0.00025876958819020846
left_pokemon_type_2_4,0.0002582303746772816
right_pokemon_charge_move_1_184,0.0002569412645563741
left_pokemon_charge_move_2_184,0.0002564267324486017
right_pokemon_charge_move_2_128,0.0002526677541902732
left_pokemon_charge_move_2_125,0.00025216922821055603
right_pokemon_charge_move_1_283,0.00025212467391715646
right_pokemon_charge_move_2_78,0.00025209265170771274
right_pokemon_charge_move_2_101,0.00025086260590576976
left_pokemon_charge_move_2_211,0.0002494136692902101
left_pokemon_charge_move_1_78,0.00024791347575788914
left_pokemon_charge_move_2_164,0.0002468440341328746
right_pokemon_charge_move_2_147,0.0002454504618610639
right_pokemon_charge_move_2_95,0.00024304400180071885
right_pokemon_charge_move_2_43,0.00024219297221349126
left_pokemon_charge_move_2_95,0.000241894742942484
left_pokemon_charge_move_2_218,0.000241350511480385
left_pokemon_charge_move_1_26,0.00024089046025352456
left_pokemon_fast_move_29,0.00023870739442425338
left_pokemon_charge_move_2_244,0.00023758269992604872
left_pokemon_charge_move_1_201,0.0002373183360577202
left_pokemon_charge_move_2_192,0.0002358034629612274
left_pokemon_charge_move_1_227,0.00023399193981138734
right_pokemon_fast_move_38,0.00023372205353140995
right_pokemon_fast_move_5,0.00023332211363530323
right_pokemon_charge_move_2_125,0.0002331113684699603
right_pokemon_charge_move_2_251,0.00023258350314972858
left_pokemon_charge_move_2_122,0.00023237916963221483
left_pokemon_charge_move_2_147,0.000231597839552889
right_pokemon_charge_move_1_289,0.0002315225910835524
right_pokemon_charge_move_1_84,0.00023057934084938514
left_pokemon_charge_move_2_31,0.00022962557597916075
left_pokemon_charge_move_1_82,0.00022958172639996004
right_pokemon_type_2_4,0.0002294769473434492
left_pokemon_fast_move_116,0.0002277250269558902
right_pokemon_charge_move_1_41,0.00022764813641324813
right_pokemon_charge_move_2_109,0.00022715293889426057
left_pokemon_charge_move_1_172,0.0002268753582862877
right_pokemon_charge_move_2_55,0.0002259985701793996
left_pokemon_charge_move_1_156,0.0002255583041766568
left_pokemon_fast_move_32,0.00022509417457763347
right_pokemon_charge_move_1_209,0.0002224109203758806
right_pokemon_charge_move_1_71,0.00022216941161962392
left_pokemon_fast_move_105,0.00022145311926429872
right_pokemon_charge_move_1_275,0.0002213187474593068
left_pokemon_charge_move_2_48,0.00022028511057879715
right_pokemon_charge_move_1_type_17,0.00021988010825528848
left_pokemon_charge_move_1_38,0.00021924813734362485
right_pokemon_fast_move_79,0.00021745328532712528
right_pokemon_charge_move_2_77,0.00021743581579460682
left_pokemon_charge_move_1_104,0.00021606307296559562
right_pokemon_charge_move_1_104,0.00021580276487379277
